Phil Raffo,00:16:46
Craig Foster,00:18:03
Oscar Curran,00:18:07
Matthew Perkins,00:18:40
Matthew Allen,00:18:58
Alana Dunn,00:19:13
Finley Newton,00:19:24
Alice Boothroyd,00:20:15
Lorenzo Giove,00:20:21
Peter Waterson,00:20:49
Callum Roberts,00:21:06
Liam Griffin-Jowett,00:21:41
Luke Baumber,00:21:44
Nathan Fannon,00:21:48
Duncan Dickinson,00:21:55
Richard Hill,00:22:33
Jayne Holme,00:24:29
David Vaughan,00:24:46
Hugh McKenna,00:31:05
